user_id,active_days,user_level
39331817,4,中价值用户
39367110,10,高价值用户
39368828,3,中价值用户
39379065,8,高价值用户
39395202,6,中价值用户
39413973,11,高价值用户
39416908,6,中价值用户
39420666,14,高价值用户
39421120,6,中价值用户
39427521,9,高价值用户
39430343,4,中价值用户
39431130,5,中价值用户
39445216,6,中价值用户
39454183,8,高价值用户
39470978,6,中价值用户
39497489,4,中价值用户
39526193,21,高价值用户
39544337,3,中价值用户
39602501,2,低价值用户
39609119,4,中价值用户
39619583,7,高价值用户
39630527,3,中价值用户
39660335,3,中价值用户
39675115,6,中价值用户
39690010,4,中价值用户
39741393,6,中价值用户
39744838,2,低价值用户
39751143,6,中价值用户
39763083,5,中价值用户
39775594,2,低价值用户
39780652,6,中价值用户
39789593,3,中价值用户
39825915,4,中价值用户
39831836,5,中价值用户
39841304,3,中价值用户
39848859,8,高价值用户
39849534,3,中价值用户
39861556,4,中价值用户
39875541,1,低价值用户
39876312,3,中价值用户
39880792,5,中价值用户
39883816,1,低价值用户
39903978,1,低价值用户
39912401,8,高价值用户
39927445,1,低价值用户
39932070,1,低价值用户
39939822,2,低价值用户
39951811,4,中价值用户
39980859,1,低价值用户
40026875,4,中价值用户
40070893,1,低价值用户
40081301,4,中价值用户
40117023,4,中价值用户
40122764,4,中价值用户
40137551,8,高价值用户
40164889,3,中价值用户
40167124,8,高价值用户
40174741,1,低价值用户
40211203,9,高价值用户
40226923,15,高价值用户
40246206,2,低价值用户
40259154,1,低价值用户
40282906,3,中价值用户
40304574,2,低价值用户
40310645,2,低价值用户
40348089,2,低价值用户
40358819,1,低价值用户
40364499,10,高价值用户
40364641,11,高价值用户
40423397,8,高价值用户
40431183,6,中价值用户
40438806,6,中价值用户
40456641,6,中价值用户
40459733,11,高价值用户
40492706,1,低价值用户
40543017,2,低价值用户
40557275,2,低价值用户
40586226,13,高价值用户
40605509,2,低价值用户
40607709,4,中价值用户
40711894,4,中价值用户
40719208,7,高价值用户
40727661,3,中价值用户
40729803,2,低价值用户
40729947,14,高价值用户
40734813,2,低价值用户
40759239,3,中价值用户
40781736,6,中价值用户
40786964,3,中价值用户
40788357,3,中价值用户
40798219,6,中价值用户
40814715,5,中价值用户
40815020,2,低价值用户
40822060,3,中价值用户
40826918,3,中价值用户
40831109,8,高价值用户
40833290,4,中价值用户
40873042,2,低价值用户
40884180,3,中价值用户
40917063,5,中价值用户
40917728,9,高价值用户
40973276,12,高价值用户
40974590,1,低价值用户
40978309,3,中价值用户
40979555,7,高价值用户
41017872,8,高价值用户
41021470,3,中价值用户
41034768,5,中价值用户
41037826,2,低价值用户
41081290,4,中价值用户
41103398,5,中价值用户
41107544,3,中价值用户
41138904,4,中价值用户
41158917,6,中价值用户
41182866,5,中价值用户
41211181,3,中价值用户
41228489,2,低价值用户
41233588,6,中价值用户
41261027,3,中价值用户
41265943,2,低价值用户
41267769,11,高价值用户
41268198,12,高价值用户
41279667,5,中价值用户
41286340,9,高价值用户
41291540,1,低价值用户
41309171,1,低价值用户
41320562,7,高价值用户
41324527,10,高价值用户
41333358,1,低价值用户
41349842,2,低价值用户
41388946,5,中价值用户
41440011,5,中价值用户
41442365,4,中价值用户
41449959,2,低价值用户
41487930,2,低价值用户
41509515,1,低价值用户
41539251,1,低价值用户
41547180,1,低价值用户
41564229,2,低价值用户
41566029,5,中价值用户
41575513,3,中价值用户
41584192,13,高价值用户
41599542,2,低价值用户
41650796,4,中价值用户
41671149,5,中价值用户
41705089,3,中价值用户
41718632,7,高价值用户
41731853,1,低价值用户
41745316,10,高价值用户
41745786,8,高价值用户
41753507,2,低价值用户
41774315,3,中价值用户
41786809,3,中价值用户
41789801,1,低价值用户
41798966,11,高价值用户
41831177,8,高价值用户
41865396,3,中价值用户
41868482,1,低价值用户
41872955,5,中价值用户
41890917,6,中价值用户
41907729,11,高价值用户
41919803,4,中价值用户
41929479,4,中价值用户
41938273,6,中价值用户
41979181,6,中价值用户
41986655,16,高价值用户
41993155,3,中价值用户
42012969,5,中价值用户
42021027,2,低价值用户
42024448,1,低价值用户
42031986,10,高价值用户
42049337,6,中价值用户
42049679,4,中价值用户
42063682,5,中价值用户
42085231,5,中价值用户
42089925,12,高价值用户
42111305,8,高价值用户
42112755,1,低价值用户
42113872,8,高价值用户
42137404,1,低价值用户
42170243,4,中价值用户
42208524,14,高价值用户
42210592,7,高价值用户
42213703,4,中价值用户
42227520,8,高价值用户
42248597,3,中价值用户
42277201,1,低价值用户
42281108,1,低价值用户
42340446,1,低价值用户
42356075,3,中价值用户
42391011,4,中价值用户
42407685,3,中价值用户
42427256,5,中价值用户
42447641,5,中价值用户
42450575,9,高价值用户
42461054,4,中价值用户
42479497,2,低价值用户
42501145,9,高价值用户
42503802,3,中价值用户
42526349,5,中价值用户
42527310,2,低价值用户
42565296,3,中价值用户
42599112,13,高价值用户
42601828,3,中价值用户
42636726,2,低价值用户
42653201,1,低价值用户
42653601,10,高价值用户
42676532,2,低价值用户
42677791,4,中价值用户
42681705,1,低价值用户
42694858,9,高价值用户
42719621,1,低价值用户
42723928,2,低价值用户
42743566,11,高价值用户
42756881,2,低价值用户
42844200,2,低价值用户
42851945,4,中价值用户
42864059,5,中价值用户
42879294,5,中价值用户
42930798,13,高价值用户
42966250,9,高价值用户
42973948,13,高价值用户
42982005,3,中价值用户
42986678,5,中价值用户
42993694,1,低价值用户
43022968,7,高价值用户
43032378,16,高价值用户
43042442,5,中价值用户
43051852,23,高价值用户
43052420,22,高价值用户
43056888,2,低价值用户
43072618,10,高价值用户
43084101,3,中价值用户
43109583,3,中价值用户
43136382,10,高价值用户
43139118,3,中价值用户
43150394,17,高价值用户
43186720,6,中价值用户
43234037,3,中价值用户
43238774,12,高价值用户
43245800,3,中价值用户
43250746,12,高价值用户
43264060,5,中价值用户
43284343,13,高价值用户
43288343,9,高价值用户
43294769,1,低价值用户
43300693,11,高价值用户
43348892,6,中价值用户
43349674,3,中价值用户
43380742,2,低价值用户
43399261,8,高价值用户
43409746,2,低价值用户
43445641,4,中价值用户
43468469,9,高价值用户
43472060,6,中价值用户
43488815,4,中价值用户
43491458,5,中价值用户
43522898,3,中价值用户
43545603,5,中价值用户
43586684,9,高价值用户
43587789,2,低价值用户
43592945,15,高价值用户
43600529,2,低价值用户
43603561,4,中价值用户
43621565,7,高价值用户
43622802,2,低价值用户
43624984,4,中价值用户
43626933,9,高价值用户
43631068,9,高价值用户
43660726,5,中价值用户
43729347,4,中价值用户
43735631,5,中价值用户
43738222,4,中价值用户
43759361,1,低价值用户
43761964,1,低价值用户
43794910,12,高价值用户
43796808,4,中价值用户
43803932,8,高价值用户
43841794,1,低价值用户
43855246,15,高价值用户
43856355,1,低价值用户
43857558,15,高价值用户
43864355,10,高价值用户
43864538,14,高价值用户
43865641,7,高价值用户
43916471,4,中价值用户
43931030,2,低价值用户
43953561,1,低价值用户
43971939,1,低价值用户
43979611,3,中价值用户
43983889,2,低价值用户
43987061,3,中价值用户
43991184,2,低价值用户
44005966,10,高价值用户
44013360,4,中价值用户
44041747,3,中价值用户
44048864,1,低价值用户
44059193,6,中价值用户
44076621,2,低价值用户
44088250,1,低价值用户
44109897,6,中价值用户
44130547,5,中价值用户
44138845,6,中价值用户
44140222,12,高价值用户
44144817,5,中价值用户
44152472,2,低价值用户
44154986,12,高价值用户
44189601,2,低价值用户
44193672,20,高价值用户
44221621,2,低价值用户
44224665,5,中价值用户
44247352,2,低价值用户
44267557,2,低价值用户
44324837,11,高价值用户
44365875,10,高价值用户
44381467,12,高价值用户
44389792,7,高价值用户
44392514,9,高价值用户
44416128,1,低价值用户
44433489,3,中价值用户
44444422,2,低价值用户
44445119,2,低价值用户
44446177,4,中价值用户
44448258,1,低价值用户
44462249,3,中价值用户
44479518,10,高价值用户
44492877,1,低价值用户
44500908,9,高价值用户
44503140,3,中价值用户
44542843,7,高价值用户
44547812,1,低价值用户
44573524,3,中价值用户
44580650,3,中价值用户
44614693,1,低价值用户
44640814,4,中价值用户
44663398,2,低价值用户
44683766,4,中价值用户
44706382,4,中价值用户
44710562,5,中价值用户
44711100,11,高价值用户
44725106,6,中价值用户
44738368,6,中价值用户
44748590,9,高价值用户
44806939,16,高价值用户
44808401,3,中价值用户
44817147,3,中价值用户
44849978,2,低价值用户
44850256,1,低价值用户
44875328,3,中价值用户
44880226,9,高价值用户
44908934,8,高价值用户
44909131,7,高价值用户
44914992,3,中价值用户
44981629,4,中价值用户
45021776,2,低价值用户
45022376,1,低价值用户
45051306,3,中价值用户
45069561,2,低价值用户
45073084,9,高价值用户
45074656,1,低价值用户
45079225,3,中价值用户
45081001,5,中价值用户
45094965,3,中价值用户
45101614,3,中价值用户
45133531,2,低价值用户
45163199,1,低价值用户
45180723,3,中价值用户
45208426,1,低价值用户
45253676,3,中价值用户
45258440,3,中价值用户
45317186,1,低价值用户
45360868,13,高价值用户
45384478,9,高价值用户
45398630,1,低价值用户
45405795,1,低价值用户
45433328,15,高价值用户
45460855,4,中价值用户
45463421,11,高价值用户
45473276,13,高价值用户
45487249,5,中价值用户
45519798,1,低价值用户
45542148,1,低价值用户
45543836,2,低价值用户
45544099,9,高价值用户
45563112,12,高价值用户
45581890,1,低价值用户
45598577,3,中价值用户
45612771,1,低价值用户
45616833,3,中价值用户
45620035,7,高价值用户
45642765,2,低价值用户
45649071,18,高价值用户
45659906,10,高价值用户
45660059,13,高价值用户
45743550,22,高价值用户
45754541,1,低价值用户
45772052,8,高价值用户
45773960,2,低价值用户
45795160,1,低价值用户
45796530,4,中价值用户
45801743,5,中价值用户
45820472,2,低价值用户
45824154,5,中价值用户
45865960,10,高价值用户
45897708,6,中价值用户
45900362,2,低价值用户
45921788,9,高价值用户
45926523,9,高价值用户
45943442,8,高价值用户
45966877,19,高价值用户
46010057,5,中价值用户
46010609,4,中价值用户
46011980,2,低价值用户
46023224,8,高价值用户
46037072,2,低价值用户
46043523,5,中价值用户
46066007,11,高价值用户
46086237,1,低价值用户
46094459,4,中价值用户
46112521,6,中价值用户
46133505,12,高价值用户
46143156,7,高价值用户
46207221,1,低价值用户
46231195,8,高价值用户
46241573,1,低价值用户
46247152,7,高价值用户
46249710,1,低价值用户
46274658,14,高价值用户
46288368,9,高价值用户
46312993,1,低价值用户
46313814,12,高价值用户
46327874,6,中价值用户
46334333,2,低价值用户
46344003,4,中价值用户
46349725,1,低价值用户
46375902,4,中价值用户
46387925,1,低价值用户
46405869,3,中价值用户
46408460,1,低价值用户
46428221,18,高价值用户
46433093,1,低价值用户
46445715,2,低价值用户
46455628,3,中价值用户
46468680,5,中价值用户
46468716,1,低价值用户
46482511,9,高价值用户
46483165,5,中价值用户
46485348,2,低价值用户
46486820,3,中价值用户
46515907,4,中价值用户
46523853,9,高价值用户
46591450,2,低价值用户
46598584,7,高价值用户
46607628,10,高价值用户
46610519,10,高价值用户
46611643,2,低价值用户
46661434,1,低价值用户
46661935,17,高价值用户
46669341,2,低价值用户
46716857,1,低价值用户
46728090,5,中价值用户
46793743,7,高价值用户
46840769,1,低价值用户
46877762,1,低价值用户
46914246,7,高价值用户
46955464,7,高价值用户
46978329,2,低价值用户
46989305,4,中价值用户
46997903,4,中价值用户
47009589,3,中价值用户
47011604,3,中价值用户
47038183,13,高价值用户
47043568,2,低价值用户
47047755,3,中价值用户
47060411,17,高价值用户
47063673,1,低价值用户
47065671,12,高价值用户
47065920,5,中价值用户
47071587,2,低价值用户
47074069,1,低价值用户
47087121,2,低价值用户
47090672,5,中价值用户
47106355,6,中价值用户
47109361,10,高价值用户
47109924,3,中价值用户
47128004,4,中价值用户
47136810,6,中价值用户
47152738,3,中价值用户
47153697,12,高价值用户
47220515,4,中价值用户
47237907,3,中价值用户
47241390,7,高价值用户
47257431,11,高价值用户
47272457,4,中价值用户
47289191,2,低价值用户
47293396,10,高价值用户
47296218,4,中价值用户
47321903,6,中价值用户
47328088,15,高价值用户
47333914,4,中价值用户
47416853,6,中价值用户
47428428,9,高价值用户
47436377,2,低价值用户
47439748,2,低价值用户
47534581,4,中价值用户
47548482,9,高价值用户
47551029,21,高价值用户
47592059,2,低价值用户
47630700,1,低价值用户
47675537,10,高价值用户
47693061,6,中价值用户
47710892,3,中价值用户
47720492,4,中价值用户
47727944,2,低价值用户
47735893,7,高价值用户
47753824,4,中价值用户
47780833,1,低价值用户
47813095,5,中价值用户
47874120,15,高价值用户
47888992,4,中价值用户
47899491,4,中价值用户
47908754,4,中价值用户
47924940,3,中价值用户
47942346,2,低价值用户
47961060,2,低价值用户
48099335,5,中价值用户
48123195,4,中价值用户
48186482,5,中价值用户
48236976,4,中价值用户
48255673,6,中价值用户
48258563,5,中价值用户
48270094,18,高价值用户
48292690,5,中价值用户
48304965,1,低价值用户
48315003,2,低价值用户
48327589,11,高价值用户
48377656,4,中价值用户
48409126,5,中价值用户
48420009,3,中价值用户
48425797,1,低价值用户
48445034,19,高价值用户
48462900,1,低价值用户
48467850,1,低价值用户
48468739,8,高价值用户
48470191,16,高价值用户
48480943,6,中价值用户
48505064,2,低价值用户
48509295,8,高价值用户
48510598,3,中价值用户
48619165,8,高价值用户
48677702,21,高价值用户
48689754,1,低价值用户
48700638,6,中价值用户
48722344,3,中价值用户
48752418,21,高价值用户
48767456,12,高价值用户
48776635,16,高价值用户
48777158,6,中价值用户
48793683,24,高价值用户
48809451,7,高价值用户
48814012,4,中价值用户
48830771,1,低价值用户
48836510,17,高价值用户
48851432,2,低价值用户
48862112,4,中价值用户
48862784,1,低价值用户
48867580,5,中价值用户
48885147,9,高价值用户
48897519,7,高价值用户
48908899,6,中价值用户
48920955,4,中价值用户
48942128,3,中价值用户
48951212,3,中价值用户
48952279,6,中价值用户
48962145,3,中价值用户
49000569,4,中价值用户
49002030,4,中价值用户
49003690,8,高价值用户
49007368,1,低价值用户
49007972,2,低价值用户
49026431,7,高价值用户
49068752,9,高价值用户
49088987,2,低价值用户
49105165,3,中价值用户
49176199,1,低价值用户
49189791,9,高价值用户
49189810,16,高价值用户
49243199,3,中价值用户
49272447,1,低价值用户
49273084,3,中价值用户
49279997,3,中价值用户
49296993,4,中价值用户
49303053,1,低价值用户
49337150,7,高价值用户
49362840,3,中价值用户
49371675,5,中价值用户
49394233,17,高价值用户
49396813,6,中价值用户
49421729,5,中价值用户
49429733,7,高价值用户
49452583,8,高价值用户
49456764,5,中价值用户
49458175,6,中价值用户
49461201,2,低价值用户
49512453,5,中价值用户
49520808,4,中价值用户
49542384,14,高价值用户
49546726,9,高价值用户
49566088,2,低价值用户
49579858,2,低价值用户
49598175,1,低价值用户
49608592,2,低价值用户
49610523,5,中价值用户
49614536,3,中价值用户
49622041,5,中价值用户
49646570,19,高价值用户
49660995,1,低价值用户
49683822,5,中价值用户
49755294,3,中价值用户
49772948,4,中价值用户
49784280,2,低价值用户
49787656,3,中价值用户
49804930,3,中价值用户
49815803,5,中价值用户
49823478,1,低价值用户
49830169,6,中价值用户
49841922,6,中价值用户
49844654,4,中价值用户
49847741,2,低价值用户
49848032,13,高价值用户
49871598,4,中价值用户
49893764,10,高价值用户
49896332,2,低价值用户
49904939,5,中价值用户
49911829,1,低价值用户
49943190,11,高价值用户
49949443,1,低价值用户
50010860,9,高价值用户
50020786,7,高价值用户
50030868,6,中价值用户
50042882,1,低价值用户
50062533,1,低价值用户
50066882,10,高价值用户
50071113,1,低价值用户
50088028,7,高价值用户
50099861,1,低价值用户
50145534,3,中价值用户
50157444,1,低价值用户
50169478,5,中价值用户
50196156,9,高价值用户
50197899,7,高价值用户
50200830,3,中价值用户
50208513,1,低价值用户
50244004,8,高价值用户
50312283,2,低价值用户
50312387,7,高价值用户
50323186,6,中价值用户
50331917,3,中价值用户
50343169,10,高价值用户
50343267,1,低价值用户
50346435,7,高价值用户
50349864,6,中价值用户
50355045,4,中价值用户
50372642,1,低价值用户
50430840,2,低价值用户
50443823,1,低价值用户
50478366,2,低价值用户
50530013,3,中价值用户
50553250,12,高价值用户
50616987,1,低价值用户
50641447,2,低价值用户
50660286,4,中价值用户
50672934,3,中价值用户
50673557,21,高价值用户
50698254,1,低价值用户
50703618,5,中价值用户
50704206,1,低价值用户
50706256,2,低价值用户
50721809,6,中价值用户
50743966,4,中价值用户
50759397,9,高价值用户
50764909,4,中价值用户
50777514,3,中价值用户
50802614,2,低价值用户
50823792,6,中价值用户
50834210,2,低价值用户
50857110,2,低价值用户
50871193,1,低价值用户
50900446,2,低价值用户
50904788,20,高价值用户
50914255,3,中价值用户
50927089,4,中价值用户
50960524,7,高价值用户
51013339,14,高价值用户
51026496,3,中价值用户
51053646,2,低价值用户
51059755,7,高价值用户
51085123,2,低价值用户
51098608,16,高价值用户
51099335,6,中价值用户
51123305,14,高价值用户
51169540,6,中价值用户
51176209,4,中价值用户
51204443,1,低价值用户
51223653,3,中价值用户
51233471,2,低价值用户
51234996,4,中价值用户
51311734,5,中价值用户
51326262,8,高价值用户
51341836,18,高价值用户
51402536,3,中价值用户
51417755,2,低价值用户
51426415,5,中价值用户
51429394,4,中价值用户
51431196,5,中价值用户
51435164,16,高价值用户
51435191,4,中价值用户
51436651,1,低价值用户
51455170,5,中价值用户
51473167,1,低价值用户
51492142,26,高价值用户
51503232,6,中价值用户
51597514,5,中价值用户
51602649,6,中价值用户
51612422,8,高价值用户
51666038,4,中价值用户
51688276,8,高价值用户
51689371,10,高价值用户
51703365,1,低价值用户
51724638,1,低价值用户
51763538,13,高价值用户
51771947,3,中价值用户
51843348,1,低价值用户
51880896,2,低价值用户
51926383,1,低价值用户
51926941,14,高价值用户
51932351,2,低价值用户
51940848,17,高价值用户
51945411,3,中价值用户
51969724,1,低价值用户
51969859,1,低价值用户
52042648,5,中价值用户
52046180,5,中价值用户
52057006,9,高价值用户
52072237,3,中价值用户
52110227,11,高价值用户
52116816,6,中价值用户
52137505,1,低价值用户
52196654,2,低价值用户
52256064,7,高价值用户
52302535,6,中价值用户
52316129,2,低价值用户
52368085,14,高价值用户
52372344,4,中价值用户
52394552,2,低价值用户
52395429,8,高价值用户
52411237,8,高价值用户
52416277,4,中价值用户
52431232,1,低价值用户
52448630,7,高价值用户
52505405,13,高价值用户
52512070,4,中价值用户
52523285,2,低价值用户
52523404,4,中价值用户
52525317,6,中价值用户
52534043,12,高价值用户
52548753,10,高价值用户
52559406,14,高价值用户
52571164,3,中价值用户
52577851,28,高价值用户
52578253,7,高价值用户
52580712,9,高价值用户
52588100,1,低价值用户
52589143,3,中价值用户
52592137,1,低价值用户
52610344,4,中价值用户
52610714,8,高价值用户
52622361,4,中价值用户
52660721,26,高价值用户
52683211,6,中价值用户
52741439,2,低价值用户
52749694,6,中价值用户
52757653,1,低价值用户
52763242,6,中价值用户
52772551,27,高价值用户
52785857,7,高价值用户
52795855,4,中价值用户
52797666,1,低价值用户
52808446,9,高价值用户
52820979,2,低价值用户
52824803,1,低价值用户
52825214,7,高价值用户
52842050,7,高价值用户
52844100,5,中价值用户
52853607,7,高价值用户
52891027,8,高价值用户
52892259,9,高价值用户
52895098,10,高价值用户
52951149,9,高价值用户
52953942,5,中价值用户
52957351,14,高价值用户
52986601,3,中价值用户
52987418,1,低价值用户
53002589,6,中价值用户
53027024,24,高价值用户
53027238,5,中价值用户
53046771,1,低价值用户
53051494,3,中价值用户
53080199,30,高价值用户
53119472,1,低价值用户
53150140,20,高价值用户
53154333,3,中价值用户
53162708,7,高价值用户
53167968,9,高价值用户
53181731,3,中价值用户
53219515,10,高价值用户
53227937,6,中价值用户
53235769,7,高价值用户
53245132,5,中价值用户
53247630,1,低价值用户
53253442,5,中价值用户
53281938,1,低价值用户
53308425,2,低价值用户
53364820,4,中价值用户
53396017,3,中价值用户
53406644,2,低价值用户
53416987,10,高价值用户
53438473,9,高价值用户
53451276,4,中价值用户
53470960,4,中价值用户
53476899,2,低价值用户
53516043,1,低价值用户
53517495,2,低价值用户
53527205,1,低价值用户
53538099,10,高价值用户
53552500,5,中价值用户
53560831,11,高价值用户
53568053,9,高价值用户
53569008,9,高价值用户
53621147,8,高价值用户
53629148,1,低价值用户
53640860,2,低价值用户
53647731,6,中价值用户
53672814,2,低价值用户
53687535,7,高价值用户
53688011,2,低价值用户
53688809,1,低价值用户
53708814,10,高价值用户
53711406,2,低价值用户
53751383,5,中价值用户
53767362,1,低价值用户
53779445,10,高价值用户
53788912,8,高价值用户
53797092,11,高价值用户
53831524,5,中价值用户
53881441,1,低价值用户
53899840,3,中价值用户
53910293,4,中价值用户
53916276,15,高价值用户
53933746,6,中价值用户
54003632,8,高价值用户
54007195,15,高价值用户
54025878,5,中价值用户
54052732,1,低价值用户
54053723,3,中价值用户
54072669,10,高价值用户
54117782,2,低价值用户
54133893,14,高价值用户
54144399,6,中价值用户
54168401,16,高价值用户
54172442,11,高价值用户
54187558,1,低价值用户
54200331,1,低价值用户
54204561,4,中价值用户
54204970,2,低价值用户
54206477,4,中价值用户
54214799,13,高价值用户
54233520,2,低价值用户
54242064,4,中价值用户
54254339,5,中价值用户
54258366,1,低价值用户
54276328,4,中价值用户
54279484,4,中价值用户
54287358,4,中价值用户
54299599,9,高价值用户
54330314,6,中价值用户
54330697,3,中价值用户
54340712,5,中价值用户
54345635,3,中价值用户
54365017,1,低价值用户
54368655,2,低价值用户
54369998,1,低价值用户
54373708,6,中价值用户
54388253,8,高价值用户
54404822,4,中价值用户
54423533,15,高价值用户
54450830,6,中价值用户
54459439,1,低价值用户
54465497,1,低价值用户
54476739,3,中价值用户
54482567,1,低价值用户
54492776,5,中价值用户
54522131,2,低价值用户
54547365,3,中价值用户
54554843,7,高价值用户
54572872,3,中价值用户
54575694,8,高价值用户
54586263,6,中价值用户
54590569,4,中价值用户
54598175,5,中价值用户
54658244,17,高价值用户
54658786,7,高价值用户
54660744,9,高价值用户
54666554,16,高价值用户
54669909,7,高价值用户
54683876,3,中价值用户
54691351,1,低价值用户
54704248,1,低价值用户
54707710,4,中价值用户
54711585,4,中价值用户
54725247,13,高价值用户
54769390,2,低价值用户
54771046,6,中价值用户
54777788,1,低价值用户
54827821,3,中价值用户
54917114,1,低价值用户
54922233,11,高价值用户
54949966,6,中价值用户
54962988,1,低价值用户
54970164,6,中价值用户
54994098,4,中价值用户
55035700,3,中价值用户
55050954,13,高价值用户
55055762,14,高价值用户
55060722,3,中价值用户
55101915,6,中价值用户
55136020,2,低价值用户
55141244,3,中价值用户
55178016,3,中价值用户
55192254,17,高价值用户
55192915,11,高价值用户
55193222,2,低价值用户
55207467,22,高价值用户
55219760,2,低价值用户
55252215,5,中价值用户
55257797,15,高价值用户
55265236,13,高价值用户
55274592,3,中价值用户
55275004,2,低价值用户
55305887,7,高价值用户
55333272,1,低价值用户
55369150,2,低价值用户
55381200,17,高价值用户
55415825,8,高价值用户
55440618,4,中价值用户
55441310,2,低价值用户
55456593,1,低价值用户
55467860,4,中价值用户
55487726,2,低价值用户
55501034,6,中价值用户
55528877,2,低价值用户
55530513,7,高价值用户
55548424,9,高价值用户
55556537,1,低价值用户
55561552,6,中价值用户
55575058,8,高价值用户
55576078,3,中价值用户
55588418,7,高价值用户
55588786,3,中价值用户
55603065,2,低价值用户
55605483,20,高价值用户
55619772,2,低价值用户
55639966,5,中价值用户
55668630,3,中价值用户
55685159,10,高价值用户
55694827,2,低价值用户
55749305,7,高价值用户
55764582,1,低价值用户
55766107,3,中价值用户
55821833,8,高价值用户
55828617,4,中价值用户
55832398,18,高价值用户
55836212,4,中价值用户
55882028,1,低价值用户
55884426,3,中价值用户
55889877,4,中价值用户
55890664,6,中价值用户
55948598,7,高价值用户
55975460,4,中价值用户
56002069,9,高价值用户
56009546,5,中价值用户
56045820,4,中价值用户
56053530,12,高价值用户
56063372,7,高价值用户
56096607,4,中价值用户
56119326,1,低价值用户
56124730,4,中价值用户
56161120,5,中价值用户
56167258,5,中价值用户
56186882,8,高价值用户
56199602,3,中价值用户
56205838,4,中价值用户
56210078,14,高价值用户
56219133,1,低价值用户
56245076,12,高价值用户
56259246,7,高价值用户
56265199,6,中价值用户
56278193,7,高价值用户
56279008,2,低价值用户
56296919,7,高价值用户
56346664,3,中价值用户
56367782,7,高价值用户
56373208,1,低价值用户
56376570,12,高价值用户
56377036,5,中价值用户
56399419,3,中价值用户
56410564,6,中价值用户
56423900,3,中价值用户
56444539,6,中价值用户
56462249,20,高价值用户
56466888,4,中价值用户
56472082,7,高价值用户
56473138,3,中价值用户
56481977,4,中价值用户
56491938,9,高价值用户
56498242,10,高价值用户
56498516,8,高价值用户
56528086,6,中价值用户
56539722,5,中价值用户
56541900,7,高价值用户
56554346,3,中价值用户
56558948,10,高价值用户
56560718,13,高价值用户
56575580,10,高价值用户
56591452,6,中价值用户
56592437,2,低价值用户
56646633,2,低价值用户
56649801,2,低价值用户
56653402,15,高价值用户
56676769,11,高价值用户
56690952,19,高价值用户
56708793,18,高价值用户
56709846,3,中价值用户
56735134,8,高价值用户
56756873,7,高价值用户
56790163,12,高价值用户
56797391,9,高价值用户
56800934,11,高价值用户
56820067,2,低价值用户
56823809,7,高价值用户
56830095,17,高价值用户
56840376,7,高价值用户
56845243,3,中价值用户
56868935,2,低价值用户
56878355,3,中价值用户
56879645,8,高价值用户
56886732,10,高价值用户
56892801,16,高价值用户
56905856,2,低价值用户
56920355,2,低价值用户
56960895,1,低价值用户
56972597,1,低价值用户
56978241,2,低价值用户
56981425,6,中价值用户
56997547,4,中价值用户
57015662,6,中价值用户
57033180,3,中价值用户
57041703,10,高价值用户
57047656,2,低价值用户
57062999,3,中价值用户
57074474,1,低价值用户
57080557,5,中价值用户
57097264,9,高价值用户
57105532,22,高价值用户
57115045,1,低价值用户
57140122,3,中价值用户
57160373,4,中价值用户
57175975,9,高价值用户
57190135,8,高价值用户
57233563,1,低价值用户
57273009,4,中价值用户
57275898,2,低价值用户
57295673,11,高价值用户
57299030,1,低价值用户
57301300,12,高价值用户
57350677,4,中价值用户
57386575,14,高价值用户
57391950,11,高价值用户
57406426,1,低价值用户
57408837,4,中价值用户
57432185,8,高价值用户
57432644,4,中价值用户
57447913,10,高价值用户
57454165,5,中价值用户
57475934,6,中价值用户
57499087,9,高价值用户
57518362,2,低价值用户
57548588,3,中价值用户
57577068,3,中价值用户
57593115,6,中价值用户
57607228,10,高价值用户
57618932,3,中价值用户
57625459,1,低价值用户
57628198,11,高价值用户
57636921,16,高价值用户
57638892,5,中价值用户
57672659,2,低价值用户
57685274,4,中价值用户
57695809,6,中价值用户
57728595,8,高价值用户
57773119,3,中价值用户
57787294,5,中价值用户
57808521,13,高价值用户
57810665,1,低价值用户
57824292,9,高价值用户
57834315,4,中价值用户
57843315,2,低价值用户
57846106,1,低价值用户
57857118,10,高价值用户
57861697,3,中价值用户
57877811,2,低价值用户
57921246,1,低价值用户
57938833,3,中价值用户
57940111,3,中价值用户
57949136,11,高价值用户
57950413,3,中价值用户
57981025,14,高价值用户
58008140,8,高价值用户
58011702,1,低价值用户
58040963,2,低价值用户
58072344,3,中价值用户
58089074,4,中价值用户
58089987,12,高价值用户
58129501,4,中价值用户
58134314,16,高价值用户
58156669,3,中价值用户
58157288,5,中价值用户
58173672,1,低价值用户
58188922,12,高价值用户
58199565,3,中价值用户
58207246,14,高价值用户
58207544,20,高价值用户
58207688,2,低价值用户
58238111,10,高价值用户
58280056,3,中价值用户
58327324,1,低价值用户
58333326,2,低价值用户
58391417,4,中价值用户
58422836,3,中价值用户
58423360,2,低价值用户
58437782,11,高价值用户
58444103,3,中价值用户
58456864,9,高价值用户
58468151,1,低价值用户
58479383,2,低价值用户
58483297,1,低价值用户
58559704,5,中价值用户
58581609,21,高价值用户
58585610,1,低价值用户
58663495,2,低价值用户
58727397,1,低价值用户
58757200,2,低价值用户
58778870,6,中价值用户
58784511,3,中价值用户
58805712,1,低价值用户
